elev_ft,stor_af
717.5,5356.8
717.6,5390.4
717.7,5424.1
717.8,5458.0
717.9,5491.9
718.0,5526.0
718.1,5560.2
718.2,5594.6
718.3,5629.1
718.4,5663.7
718.5,5698.4
718.6,5733.2
718.7,5768.2
718.8,5803.3
718.9,5838.5
719.0,5873.8
719.1,5909.3
719.2,5944.8
719.3,5980.5
719.4,6016.3
719.5,6052.2
719.6,6088.3
719.7,6124.5
719.8,6160.8
719.9,6197.3
720.0,6233.9
720.1,6270.6
720.2,6307.4
720.3,6344.3
720.4,6381.4
720.5,6418.6
720.6,6456.0
720.7,6493.4
720.8,6531.0
720.9,6568.7
721.0,6606.5
721.1,6644.4
721.2,6682.5
721.3,6720.6
721.4,6758.9
721.5,6797.3
721.6,6835.8
721.7,6874.5
721.8,6913.2
721.9,6952.1
722.0,6991.0
722.1,7030.0
722.2,7069.2
722.3,7108.5
722.4,7147.8
722.5,7187.3
722.6,7226.9
722.7,7266.6
722.8,7306.4
722.9,7346.4
723.0,7386.4
723.1,7426.5
723.2,7466.7
723.3,7507.0
723.4,7547.3
723.5,7587.8
723.6,7628.3
723.7,7668.9
723.8,7709.5
723.9,7750.3
724.0,7791.1
724.1,7832.0
724.2,7873.0
724.3,7914.0
724.4,7955.2
724.5,7996.4
724.6,8037.7
724.7,8079.1
724.8,8120.6
724.9,8162.1
725.0,8203.8
725.1,8245.5
725.2,8287.3
725.3,8329.3
725.4,8371.3
725.5,8413.4
725.6,8455.7
725.7,8498.0
725.8,8540.4
725.9,8583.0
726.0,8625.6
726.1,8668.4
726.2,8711.3
726.3,8754.3
726.4,8797.4
726.5,8840.7
726.6,8884.1
726.7,8927.6
726.8,8971.2
726.9,9015.0
727.0,9058.9
727.1,9102.9
727.2,9147.0
727.3,9191.3
727.4,9235.7
727.5,9280.2
727.6,9324.9
727.7,9369.6
727.8,9414.5
727.9,9459.6
728.0,9504.7
728.1,9550.0
728.2,9595.3
728.3,9640.8
728.4,9686.3
728.5,9732.0
728.6,9777.7
728.7,9823.6
728.8,9869.5
728.9,9915.5
729.0,9961.6
729.1,10007.9
729.2,10054.2
729.3,10100.6
729.4,10147.2
729.5,10193.8
729.6,10240.6
729.7,10287.5
729.8,10334.5
729.9,10381.6
730.0,10428.8
730.1,10476.2
730.2,10523.7
730.3,10571.4
730.4,10619.1
730.5,10667.1
730.6,10715.1
730.7,10763.3
730.8,10811.6
730.9,10860.1
731.0,10908.7
731.1,10957.3
731.2,11006.1
731.3,11055.0
731.4,11103.9
731.5,11153.0
731.6,11202.1
731.7,11251.4
731.8,11300.7
731.9,11350.1
732.0,11399.6
732.1,11449.3
732.2,11499.0
732.3,11548.8
732.4,11598.6
732.5,11648.6
732.6,11698.6
732.7,11748.8
732.8,11799.0
732.9,11849.3
733.0,11899.7
733.1,11950.2
733.2,12000.8
733.3,12051.5
733.4,12102.3
733.5,12153.1
733.6,12204.1
733.7,12255.1
733.8,12306.3
733.9,12357.5
